id_centro_edu,centro_edu,tipo_edu,Pub_Priv,barrio,id_barrio,distrito,id_distrito,direccion,num,coordenada_x,coordenada_y,geometry
1530,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASTILLEJOS         ,3,TETUAN              ,6,CALLE                    LIMONERO                                          ,28,441055.47,4479330.0,POINT (-3.69525399798227 40.46255097303615)
1531,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,BELLAS VISTAS       ,1,TETUAN              ,6,CALLE                    TOPETE                                            ,6,440242.6,4477855.5,POINT (-3.7047023669552197 40.4492100112947)
1532,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,BERRUGUETE          ,6,TETUAN              ,6,CALLE                    AMBROSIO VALLEJO                                  ,24,439947.62,4478751.5,POINT (-3.7082654776048365 40.457260285201606)
1533,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,BERRUGUETE          ,6,TETUAN              ,6,CALLE                    BURGOS                                            ,24,440233.62,4478910.5,POINT (-3.704907570146321 40.458713239153006)
1534,ESCUELAS INFANTILES DE SEGUNDO CICLO,INFANTIL,PRIVADO,BERRUGUETE          ,6,TETUAN              ,6,CALLE                    BRAVO MURILLO                                     ,241,440567.62,4478874.5,POINT (-3.700965156093057 40.458412890937225)
1535,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,BERRUGUETE          ,6,TETUAN              ,6,CALLE                    BURGOS                                            ,24,440222.62,4478909.5,POINT (-3.705037204864283 40.45870343954352)
1536,"CENTRO PUBLICO DE SECUNDARIA, BACHILLERATO Y/O FP","SECUNDARIA, BACH, FP",PUBLICO,VALDEACEDERAS       ,5,TETUAN              ,6,PLAZA                    REMONTA                                           ,17,440787.62,4479496.5,POINT (-3.6984286167668436 40.46403182814261)
1537,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,ALMENARA            ,4,TETUAN              ,6,AVENIDA                  ASTURIAS                                          ,22,441241.62,4479989.5,POINT (-3.693119571367973 40.46850520796091)
1538,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,VALDEACEDERAS       ,5,TETUAN              ,6,CALLE                    PINOS ALTA                                        ,93,440705.62,4480097.5,POINT (-3.699451928333745 40.469440029355866)
1539,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,BELLAS VISTAS       ,1,TETUAN              ,6,CALLE                    CASTILLEJOS                                       ,24,440081.62,4478624.5,POINT (-3.7066731914391093 40.456125890282145)
1540,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    HERNANI                                           ,54,440800.6,4477701.5,POINT (-3.698108138727285 40.44786263810894)
1541,ESCUELAS INFANTILES DE SEGUNDO CICLO,INFANTIL,PRIVADO,ALMENARA            ,4,TETUAN              ,6,CALLE                    MARTIRES DE LA VENTILLA                           ,32,441449.62,4480240.5,POINT (-3.690689317915717 40.470781006109874)
1542,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,ALMENARA            ,4,TETUAN              ,6,CALLE                    MARTIRES DE LA VENTILLA                           ,32,441449.62,4480240.5,POINT (-3.690689317915717 40.470781006109874)
1543,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    PALENCIA                                          ,10,440498.6,4477909.5,POINT (-3.7016887051481664 40.44971482970811)
1544,EDUCACION TERCIARIA NO UNIVERSITARIA,TERCIARIA,PRIVADO,ALMENARA            ,4,TETUAN              ,6,CALLE                    CUATRO AMIGOS                                     ,3,441376.66,4479766.5,POINT (-3.6915061320302907 40.46650587211162)
1545,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    OVIEDO                                            ,13,440570.6,4477834.5,POINT (-3.700832664441045 40.449044348399816)
1546,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASTILLEJOS         ,3,TETUAN              ,6,CALLE                    HUESCA                                            ,23,440796.62,4478830.5,POINT (-3.6982603412126056 40.4580328668024)
1547,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,BERRUGUETE          ,6,TETUAN              ,6,CALLE                    AMBROSIO VALLEJO                                  ,6,440099.62,4478770.5,POINT (-3.7064746924439604 40.45744241472736)
1548,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,CASTILLEJOS         ,3,TETUAN              ,6,CALLE                    AMALIA                                            ,9,441103.62,4479487.5,POINT (-3.6947007229196194 40.46397321299171)
1549,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,INFANTIL Y PRIMARIA,PUBLICO,BELLAS VISTAS       ,1,TETUAN              ,6,AVENIDA                  DOCTOR FEDERICO RUBIO Y GALI                      ,53,439685.62,4478214.5,POINT (-3.7113042977140274 40.452403802211016)
1550,"CENTRO DE PRIMARIA, SECUNDARIA, BACHILLERATO Y/O FP PRIVADO","PRIMARIA, SECUNDARIA, BACH, FP",PRIVADO,BERRUGUETE          ,6,TETUAN              ,6,CALLE                    VILLAAMIL                                         ,18,440097.62,4478865.5,POINT (-3.706507243968354 40.4582980687134)
1551,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,BERRUGUETE          ,6,TETUAN              ,6,CALLE                    BRAVO MURILLO                                     ,241,440567.62,4478874.5,POINT (-3.700965156093057 40.458412890937225)
1552,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,ALMENARA            ,4,TETUAN              ,6,CALLE                    CEDROS                                            ,58,441413.62,4480064.5,POINT (-3.691097708781221 40.46919298721897)
1553,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASTILLEJOS         ,3,TETUAN              ,6,CALLE                    POETA JOAN MARAGALL                               ,49,441322.62,4479331.5,POINT (-3.6921033062629114 40.462583394848906)
1554,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASTILLEJOS         ,3,TETUAN              ,6,CALLE                    PEDRO VILLAR                                      ,10,440969.62,4479291.5,POINT (-3.6962629515232504 40.46219805429387)
1555,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,BELLAS VISTAS       ,1,TETUAN              ,6,CALLE                    ALMANSA                                           ,33,440104.62,4477805.5,POINT (-3.7063246937560854 40.448749660165426)
1556,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,BELLAS VISTAS       ,1,TETUAN              ,6,CALLE                    ALMANSA                                           ,60,439958.62,4477835.5,POINT (-3.7080491310263963 40.449009380242906)
1557,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,BELLAS VISTAS       ,1,TETUAN              ,6,CALLE                    ALEJANDRO RODRIGUEZ                               ,4,439811.62,4478273.5,POINT (-3.709824045699011 40.45294443158704)
1558,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,BELLAS VISTAS       ,1,TETUAN              ,6,CALLE                    ADRIAN PULIDO                                     ,7,440133.62,4478355.5,POINT (-3.706034585444088 40.4537063762347)
1559,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,BELLAS VISTAS       ,1,TETUAN              ,6,CALLE                    CASTILLA                                          ,16,440258.62,4478291.5,POINT (-3.7045544809635724 40.453138832064674)
1560,AUTOESCUELA,AUTOESCUELA,PRIVADO,VALDEACEDERAS       ,5,TETUAN              ,6,CALLE                    CAPITAN BLANCO ARGIBAY                            ,26,440829.62,4479632.5,POINT (-3.697945929923442 40.46525996375261)
1561,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,ALMENARA            ,4,TETUAN              ,6,CALLE                    GERANIOS                                          ,43,441214.62,4480404.5,POINT (-3.693476500214257 40.47224178669492)
1562,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,BELLAS VISTAS       ,1,TETUAN              ,6,CALLE                    SANTA JULIANA                                     ,26,440206.62,4478218.5,POINT (-3.705160819597468 40.452477478749515)
1563,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,BELLAS VISTAS       ,1,TETUAN              ,6,CALLE                    SAN RAIMUNDO                                      ,37,0.0,0.0,POINT (-7.488743884387038 0)
1564,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    AVIADOR ZORITA                                    ,4,440770.6,4477620.5,POINT (-3.698454334432794 40.44713081811431)
1565,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,INFANTIL Y PRIMARIA,PUBLICO,BELLAS VISTAS       ,1,TETUAN              ,6,CALLE                    LEÃEROS                                           ,25,439862.62,4478380.5,POINT (-3.7092327620577104 40.453912022295654)
1566,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,BELLAS VISTAS       ,1,TETUAN              ,6,CALLE                    LEÃEROS                                           ,25,439862.62,4478380.5,POINT (-3.7092327620577104 40.453912022295654)
1567,"CENTRO PRIV.CONCERTADO DE PRIMARIA, SECUND., BACHILL. Y/O FP","PRIMARIA, SECUNDARIA, BACH, FP",CONCERTADO,VALDEACEDERAS       ,5,TETUAN              ,6,CALLE                    DIVINO REDENTOR                                   ,55,440608.62,4480018.5,POINT (-3.7005886888618873 40.46872143657622)
1568,CENTROS PRIVADOS CONCERTADOS EDUC INFANTIL Y EDUC PRIMARIA,INFANTIL Y PRIMARIA,PRIVADO,VALDEACEDERAS       ,5,TETUAN              ,6,CALLE                    DIVINO REDENTOR                                   ,55,440608.62,4480018.5,POINT (-3.7005886888618873 40.46872143657622)
1569,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    CICERON                                           ,8,440571.6,4477682.5,POINT (-3.700806649007794 40.447675138922136)
1570,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    ORENSE                                            ,18,0.0,0.0,POINT (-7.488743884387038 0)
1571,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    DON QUIJOTE                                       ,28,440734.6,4477811.5,POINT (-3.698896653091503 40.4488488629324)
1572,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    AVIADOR ZORITA                                    ,32,440808.6,4477928.5,POINT (-3.6980349631161866 40.44990812182211)
1573,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,BELLAS VISTAS       ,1,TETUAN              ,6,CALLE                    FRANCISCO SALAS                                   ,25,440186.62,4478246.5,POINT (-3.7053993061555106 40.45272827528346)
1574,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    JAEN                                              ,40,440719.6,4477953.5,POINT (-3.6990867859608296 40.450126990309435)
1575,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    FORTUNATA Y JACINTA                               ,5,440750.6,4478341.5,POINT (-3.698757436985448 40.45362446975165)
1576,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,VALDEACEDERAS       ,5,TETUAN              ,6,CALLE                    PINOS ALTA                                        ,19,440989.62,4479701.5,POINT (-3.6960651945095577 40.46589292388414)
1577,EDUCACION TERCIARIA NO UNIVERSITARIA,TERCIARIA,PRIVADO,CASTILLEJOS         ,3,TETUAN              ,6,CALLE                    SAN GERMAN                                        ,56,440653.62,4478745.5,POINT (-3.699938855113288 40.4572569516438)
1578,CENTRO DE EDUCACION DE PERSONAS ADULTAS (CEPA),ADULTOS,PRIVADO,VALDEACEDERAS       ,5,TETUAN              ,6,CALLE                    PINOS ALTA                                        ,63,440805.62,4479935.5,POINT (-3.6982572704694863 40.46798780047273)
1579,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASTILLEJOS         ,3,TETUAN              ,6,CALLE                    HUESCA                                            ,29,440892.62,4478841.5,POINT (-3.697129195657559 40.458138793110166)
1580,CENTROS PRIVADOS CONCERTADOS EDUC INFANTIL Y EDUC PRIMARIA,INFANTIL Y PRIMARIA,PRIVADO,VALDEACEDERAS       ,5,TETUAN              ,6,CALLE                    SORGO                                             ,68,440169.62,4480021.5,POINT (-3.705767103224225 40.468716959400886)
1581,CENTROS PRIVADOS CONCERTADOS EDUC INFANTIL Y EDUC PRIMARIA,INFANTIL Y PRIMARIA,PRIVADO,VALDEACEDERAS       ,5,TETUAN              ,6,CALLE                    AZUCENAS                                          ,34,440657.62,4479535.5,POINT (-3.6999655462079364 40.46437388091266)
1582,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,VALDEACEDERAS       ,5,TETUAN              ,6,CALLE                    ALIGUSTRE                                         ,20,440190.62,4479722.5,POINT (-3.7054912167876126 40.46602496342975)
1583,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    AVIADOR ZORITA                                    ,12,440782.6,4477753.5,POINT (-3.6983252371537017 40.448329794597626)
1584,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,BELLAS VISTAS       ,1,TETUAN              ,6,CALLE                    SAN VALERIANO                                     ,15,439919.62,4478061.5,POINT (-3.70853039442001 40.45104246308911)
1585,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,ALMENARA            ,4,TETUAN              ,6,CALLE                    PADRE RUBIO                                       ,6,441395.62,4480171.5,POINT (-3.691319910417371 40.47015561764774)
1586,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,BELLAS VISTAS       ,1,TETUAN              ,6,CALLE                    DOCTOR FEDERICO RUBIO Y GALI                      ,42,439870.62,4478128.5,POINT (-3.709114555963055 40.45164248319197)
1587,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,BELLAS VISTAS       ,1,TETUAN              ,6,CALLE                    FRANCOS RODRIGUEZ                                 ,59,439823.62,4478705.5,POINT (-3.709723482591077 40.45683692926037)
1588,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,BELLAS VISTAS       ,1,TETUAN              ,6,CALLE                    TENERIFE                                          ,47,440124.62,4478266.5,POINT (-3.7061323263665837 40.452903979489655)
1589,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,BELLAS VISTAS       ,1,TETUAN              ,6,CALLE                    CAROLINAS                                         ,4,440303.62,4478071.5,POINT (-3.704003132109417 40.45116021394596)
1590,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,BELLAS VISTAS       ,1,TETUAN              ,6,CALLE                    CARNICER                                          ,18,440212.62,4477898.5,POINT (-3.705059935641707 40.44959521755523)
1591,EDUCACION TERCIARIA NO UNIVERSITARIA,TERCIARIA,PRIVADO,CUATRO CAMINOS      ,2,TETUAN              ,6,PLAZA                    CARLOS TRIAS BERTRAN                              ,7,441186.6,4477953.5,POINT (-3.693579894244032 40.45016016323596)
1592,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CUATRO CAMINOS      ,2,TETUAN              ,6,CALLE                    OVIEDO                                            ,13,440580.6,4477833.5,POINT (-3.700714652314648 40.44903605482783)
1593,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,ALMENARA            ,4,TETUAN              ,6,CALLE                    BRAVO MURILLO                                     ,359,441206.62,4479671.0,POINT (-3.693502892863952 40.46563355230628)
